id,fecha,nombre,email,genero,asunto,mensaje
94746169739559361847,28/02/2024 12:17:26,Rafaela Segarra Barral,rafaela.segarra.barral1040@gmail.com,F,Consulta general,"hola $, son todos los modulos?"
14689746899547234076,21/02/2024 18:29:37,Rafaela Segarra Barral,rafaela.segarra.barral1040@gmail.com,F,Consulta general,que duracion tiene el curso? se puede abonar en cuotas con tarjeta de credito? y en que horario se cursa?
91819306483200501083,27/02/2024 17:55:28,Lola Estevez Berenguer,lola.estevez.berenguer1541@hotmail.com,F,Consulta general,te dan algun certificado o constancia del curso realizado?
50632392357720960992,26/02/2024 12:30:14,Adelina Cuenca Ferrando,adelina.cuenca.ferrando8617@yahoo.com,F,Consulta general,"buen dia, necesito telefono de contacto para interiorizarme mejor de como es el curso completo. gracias. dni . tel -. saludos ."
71572940684718021375,16/03/2023 16:58:38,Adelina Cuenca Ferrando,adelina.cuenca.ferrando8617@yahoo.com,F,Consulta general,"buenas tardes, consulto sobre curso de iniciacion en jubilaciones y moratoria actual. gracias"
31526069828324352790,25/02/2024 17:58:05,Edelmira Román Rosa,edelmira.roman.rosa8896@yahoo.com,F,Consulta general,"buenas tardes,, no puedo descargar la certificacion de mi cuarto curso"
46762968118750539851,27/09/2023 15:09:30,Edelmira Román Rosa,edelmira.roman.rosa8896@yahoo.com,F,Consulta general,"buenas tardes, tengo un cliente que reune las condiciones para obtener el beneficio jubilatorio, pero los empleadores le descontaban y no pagaban , el tiene todos los recibos de los descuentos, como hago para presentarlos en anses . otra consulta, de otro cliente, su padre cobra salario x discapacidad, ahora en noviembre esta persona comienza a cobrar su pension x discapacidad, . podra seguir percibiendo los dos beneficios?. desde ya muchas gracias"
54495439784896609925,22/02/2024 21:13:03,Trinidad Arsenio Lledó Gisbert,trinidad.arsenio.lledo.gisbert7935@yahoo.com,M,Consulta general,una vez finalizado el curso podremos tener acceso de forma indeterminada?
05382892813366859797,22/02/2024 15:14:16,Azahara Paloma Sandoval Puente,azahara.paloma.sandoval.puente1313@gmail.com,F,Consulta general,"buenas tardes, soy contadora y quisiera acceder al curso, como es la modalidad de las clases? son en vivo? se graban? hay un lugar para consultas? emiten certificado? muchas gracias"
43165197542023750290,21/02/2024 17:49:39,Leandra Dora Cobo Bru,leandra.dora.cobo.bru1370@yahoo.com,F,Consulta general,"quisiera saber que validez tienen esas moratorias, o sea hasta cuando estan vigentes"
36540912139639219700,20/02/2024 09:51:12,Concepción de Casanova,concepcion.de.casanova7509@yahoo.com,F,Consulta general,"hola! tengo otra consulta, que pasa si tengo aportes en dos lugares diferentes? en la caja y despues como monotributista? como unifico los anos de aportes"
41393305607870623558,19/02/2024 19:41:58,Concepción de Casanova,concepcion.de.casanova7509@yahoo.com,F,Consulta general,", tenia una consulta sobre la evaluacion socioeconomica para acceder al beneficio de las moratorias. si o si hay que pasarlo? que pasa si no lo pasas? no podes acceder a la jubilacion? en el curso no esta especificado nada de esto"
23187218360466123946,16/02/2024 13:57:04,Estefanía Antón Suarez,estefania.anton.suarez1409@hotmail.com,F,Consulta general,"buenas tardes, solicito informacion capacitacion provisional, dejo mi numero"
67332446458368872423,12/01/2024 22:40:13,Estefanía Antón Suarez,estefania.anton.suarez1409@hotmail.com,F,Consulta general,"bueas tardes, necesito mas informacion sobre esta capacitacion, dejo mi telf .- saludos"
99523879429503035299,24/09/2023 13:05:54,Estefanía Antón Suarez,estefania.anton.suarez1409@hotmail.com,F,Consulta general,"buen dia, quiero realizar capacitacion previsional, dejo mi contacto .- desde ya muchas gracias"
33517836546305272713,16/02/2024 10:33:56,Lorena Mir Calderón,lorena.mir.calderon4852@yahoo.com,F,Consulta general,con este curso puedo ofrecer mis servicios para realizar la jubilacion a cualquier persona?
75138962859584703469,14/02/2024 10:40:18,Crescencia Bárbara Santamaría Castillo,crescencia.barbara.santamaria.castillo4495@yahoo.com,F,Consulta general,"buenos dias, estoy por comprar el pack de jubilacion pero necesito saber si en el mismo te ensenan a calcular una jubilacion y en caso de que ya este jubilada la persona si te explican como saber si necesita un reajuste. espero una pronta respuesta. saludos"
35994918648865390914,03/05/2023 02:16:42,Crescencia Bárbara Santamaría Castillo,crescencia.barbara.santamaria.castillo4495@yahoo.com,F,Consulta de precio de PACK x 3 - Curso 12 + Curso 17 + Curso 19,"saber si los certificados tienen validez en todo el pais y si esta avalado por algun organismo al fin de q efectivamente tenga validez el mismo, o es algo simbolico que realiza el instituto. gracias"
30144483211650641878,13/02/2024 20:40:28,Nieves Guerrero Garzón,nieves.guerrero.garzon41@yahoo.com,F,Consulta general,"hola. consulta: el curso formacion completa en jubilaciones,  y moratorias previsionales, continua vigente, el valor es de $., tal como figura en la pagina?."
08940673667488868481,09/02/2024 20:06:48,Graciela Español-Losada,graciela.espanol.losada4857@hotmail.com,F,Consulta general,el precio incluye todos lo cursos jubilavion  ? o es cada curso sale .
07188195224100261214,09/02/2024 14:18:36,Roldán Conrado Bermúdez Bastida,roldan.conrado.bermudez.bastida4243@gmail.com,M,Consulta general,"buen dia, cuanto tiempo estan a disposicion los curso?"
18594506697807235305,08/02/2024 19:09:35,Lara Cepeda,lara.cepeda4019@hotmail.com,F,Consulta general,"buenas tardes, soy de rosario, queria saber si el material del curso me sirve o hay alguna normativa provincial que deberia ademas consultar. ademas queria consultarles como se puede financiar el pago. gracias"
70391899056430953522,06/02/2024 17:10:11,Rosario Donoso,rosario.donoso4687@hotmail.com,F,Consulta general,"me interesaria realizar el pack de los cursos, precio por favor"
64882291768898706270,05/01/2024 23:24:16,Rosario Donoso,rosario.donoso4687@hotmail.com,F,Consulta general,"buenas tardes queria solicitar info sobre si las clases son sincronicas o asincronicas, y que tiempo quedan grabadas,,,"
85596484487002894203,02/02/2024 06:19:05,Jerónimo Torrecilla Montes,jeronimo.torrecilla.montes3636@hotmail.com,M,Consulta general,"estimados ya me inscribi en el curso de inicio de jubilaciones y , abone, envie veces el comprobante de pago, a la fecha no an indicado el comienzo ni enviado ninguna informacion, pir favor indiquen como se inicia, gracias"
06136181918118539820,31/01/2024 22:22:52,Jerónimo Torrecilla Montes,jeronimo.torrecilla.montes3636@hotmail.com,M,Consulta general,"estimados me inscribi y abone el curso de jubilaciones, a la fecha no he tenido ninguna informacion"
67858708640390744384,01/02/2024 11:38:22,Angélica Ferreras Pardo,angelica.ferreras.pardo5564@hotmail.com,F,Consulta general,hola! la tematica del curso rige para iniciar jubilacion en cualquier lugar de pais? contiene temas sobre jubilacion de luz y fuerza?
96358536663832906893,31/01/2024 08:56:02,Jorge del Perelló,jorge.del.perello6807@hotmail.com,M,Consulta general,"buenas tardes, hice el curso introductorio de , y quiero hacer una consulta sobre una jubilacion que me llego de un cliente. ?a quien o que correo puedo dirigirla?"
24585242632780800108,31/01/2024 00:39:29,Roxana Fonseca Portillo,roxana.fonseca.portillo3271@hotmail.com,F,Consulta general,mas informacion
91163066328145078546,29/01/2024 11:36:37,Guadalupe Morillo-Varela,guadalupe.morillo.varela3547@gmail.com,F,Consulta general,realce el pago del curso de nco de jublacones y lqudar scam desde cero y necesto saber desde cuando accedo al curso.
05765316349490624000,04/01/2024 17:33:07,Guadalupe Morillo-Varela,guadalupe.morillo.varela3547@gmail.com,F,Consulta general,medios de pago y fecha de inscripcion
18064915881847820473,28/01/2024 12:14:13,Sandra Candela Vallés González,sandra.candela.valles.gonzalez6172@hotmail.com,F,Consulta general,"buenos dias, para hacer consulta sobre el curso en curso que estoy haciendo, a que mail me dirijo?"
03604254570567390446,21/01/2024 18:03:29,Duilio Puga Benavent,duilio.puga.benavent6301@yahoo.com,M,Consulta general,"hola, hace un tiempo deposite dinero por un curso que no pude hacer poque tuve problemas de salud. mi dni por favor necesitaria info de lo que pague para poder hacer curso"
55725367590757543063,17/01/2024 08:33:39,Dani Castellanos Briones,dani.castellanos.briones7354@hotmail.com,M,Consulta general,realise el pago el dia // par el curso inicio de jubilaciones y liquidar  desde cero. x y cuando ingreso a la pagina figura como pendiente de pagoingreso
36933679974763947875,16/01/2024 19:40:08,Noa Izaguirre-Herrera,noa.izaguirre.herrera445@hotmail.com,F,Consulta general,) vamos a aprender a liquidar el haber? ) vamos a aprender a calcular cuanto le saldria la moratoria? es decir cuanto tendria que pagar la persona?
60090073262852159972,13/01/2024 20:14:38,Lidia del Lluch,lidia.del.lluch2398@hotmail.com,F,Consulta general,"consulta: moratoria . y . residencia en el pais consulto como se toman los lapsos de tiempo segun las fechas que una persona no estuvo residiendo en el pais por cuestiones laborales, por ejemplo un peticionante que salio del pais un de diciembre de y regreso un de abril de . otro caso seria salio un de diciembre y regreso los primeros dias de febrero . gracias."
40719423622170813524,12/01/2024 12:40:09,Anunciación Ferrández Palmer,anunciacion.ferrandez.palmer6869@gmail.com,F,Consulta general,"estimados: quisiera hacer una consulta sobre el curso de moratoria ley : cuando emito el listado de detalle de deuda, luego de incorporar los periodos en moratoria, el primer periodo que es / / mi(categoria -historica) - que significa &#;mi&#; y la segunda consulta es. si el monto de la deuda es de un determinado monto y el del plan de es otro..cual es el motivo?..muchas grsss"
67097900355952625197,06/03/2023 10:09:24,Anunciación Ferrández Palmer,anunciacion.ferrandez.palmer6869@gmail.com,F,Consulta general,buenos dias al hacer la transferencia se realizo dos veces el pago por un error de sistema por favor necesitaria me fuera reintegrado el monto de la segunda transferencia mucxhas gracias
19685044462551389052,03/02/2023 10:30:06,Anunciación Ferrández Palmer,anunciacion.ferrandez.palmer6869@gmail.com,F,Consulta de precio de PACK x 3 - Curso 12 + Curso 17 + Curso 19,buenos dias quisiera saber hasta que fecha es la oferta del pack de los cursos
89349625960962243565,11/01/2024 21:44:32,Florentino Carrión Sala,florentino.carrion.sala8066@gmail.com,M,Consulta general,mi consulta es la siguiente el curso es con matricula nacional o solo presentar la persona en el anses con documentacion terminada y forma de examen multiple choi gracias.-
14072388196689138061,25/12/2023 10:55:32,Florentino Carrión Sala,florentino.carrion.sala8066@gmail.com,M,Consulta general,me interesa el curso requisito para la insc .y valor total por los tres cursos gracias
96007618956924478816,20/12/2023 18:40:03,Florentino Carrión Sala,florentino.carrion.sala8066@gmail.com,M,Consulta general,hola mi consulta es titulo oficial lo que brinda el curso se puede trabajar directamente con el anses gracias
26887757326868884402,05/12/2023 20:24:27,Florentino Carrión Sala,florentino.carrion.sala8066@gmail.com,M,Consulta general,saber si es titulo nacional matriculado el curso gracias
77961811594622378593,10/01/2024 16:55:42,Claudia León Huertas,claudia.leon.huertas3607@gmail.com,F,Consulta general,hola! solicite una prorroga de los cursos que pague porque no pide hacerlos y no he tenido respuesta. por favor si pueden contestarme ya que ahora te go el tiempo para poder hacerlos. muchas gracias
37812599819258159941,05/01/2024 13:32:58,Evelia de Pujol,evelia.de.pujol3874@gmail.com,F,Consulta general,"!hola! acabo de terminar el primer curso del conjunto de ocho. quisiera saber si, ademas de un certificado por curso, hay uno general de &#;formacion completa en jubilaciones y pensiones&#;, como se llama el &#;pack&#; que ofrecen. calidos saludos y feliz ano."
74802304575764967174,02/01/2024 20:07:59,Salud Goñi-Balaguer,salud.goni.balaguer3961@hotmail.com,F,Consulta general,estimados adquiri el curso y no puedo tener acceso a las clases.
46457228806292098832,27/12/2023 19:11:48,Rosaura Echeverría,rosaura.echeverria1513@gmail.com,F,Consulta general,"buenas tardes, queria hacer una consulta pero no encuentro cual es el canal de consultas, es este o donde puedo ingresar al mismo? necesitaria saber si es posible o no aplicarle a una clienta que tiene solo anos de aportes la moratoria ley y ley . creiria que no por lo que entendi, pero necesitaria confirmarlo. mis saludos!!"
65797378648023012042,27/12/2023 15:21:05,Casandra Cortina Donaire,casandra.cortina.donaire4371@gmail.com,F,Consulta general,quiero saber si compro el pack de todos los cursos a ese precio? o sea quiero toda la formacion completa
79800079235444982572,07/08/2021 08:22:21,Casandra Cortina Donaire,casandra.cortina.donaire4371@gmail.com,F,Consulta general,"quisiera saber duracion del curso ,y si las clases son x zoom ,o puedo. verlas cuando yo tenga tiempo .en el lapso q queden grabadas"
22664107991626817748,26/12/2023 19:51:38,Flavia María Manuela Alcaraz Dominguez,flavia.maria.manuela.alcaraz.dominguez8980@hotmail.com,F,Consulta general,quisiera saber si este curso me ayudaria a realizar jubilaciones en regimen especial o hay algun otro que podria realizar para saber esto. gracias.
21190893538625622807,31/12/2022 13:33:15,Flavia María Manuela Alcaraz Dominguez,flavia.maria.manuela.alcaraz.dominguez8980@hotmail.com,F,Consulta general,buenas. solicite prorroga de uno de los cursos que habia realizado y lo pague pero no corresponde lo que me habilitaros ya que pedi el curso de previsiones casos reales. espero tener respuestas favorables. gracias.
03068566928259270031,22/12/2023 21:56:49,Encarnita Aznar-Bernad,encarnita.aznar.bernad7275@gmail.com,F,Consulta general,buenas noches. quisiera saber cuanto tarda en acreditar el pago que realice en horas mas tempranas.gracias
09382647273404430686,20/12/2023 12:59:31,Rosalina Soler Vicens,rosalina.soler.vicens9334@yahoo.com,F,Consulta general,hola. necesito extender mi curso por meses mas. cuanto tendria que pagar?
94043041314215172227,12/08/2023 09:57:45,Rosalina Soler Vicens,rosalina.soler.vicens9334@yahoo.com,F,Consulta general,"hola, de nuevo me esta pasando lo mismo. pague el curso y no procesan mi pago. necesito empezar el curso cuanto antes me pueden ayudar con esto????"
54052675629885127372,01/08/2023 21:36:43,Rosalina Soler Vicens,rosalina.soler.vicens9334@yahoo.com,F,Consulta general,me podrian dar un telefono de contacto? necesito solucionar el pago
37174753747951274413,01/08/2023 21:34:06,Rosalina Soler Vicens,rosalina.soler.vicens9334@yahoo.com,F,Consulta general,hola. el de julio compre el pack . entre al campus y me figura &#;pendiente de pago&#; hable con mercadopago y ellos no registran la compra. podrian anular la compra esa asi hago el pago nuevamente?. necesito comprar ese curso
60014169231294736988,23/07/2023 23:05:56,Rosalina Soler Vicens,rosalina.soler.vicens9334@yahoo.com,F,Consulta general,"hola. me gustaria descargar la guia gratuita y ni me puedo registrar. ademas necesito que me asesoren sobre el curso pack , que descuento me harian? como es?"
77948660260667228513,16/12/2023 10:22:46,Silvestre Vera Zabaleta,silvestre.vera.zabaleta8696@hotmail.com,M,Consulta general,"buen dia. acabo de abonar un curso de previsional, me gustaria saber cual es la plataforma que hay que entrar para ver los videos y el material de estudio"
65283177058225535378,06/12/2023 16:49:39,Daniela Malo Izaguirre,daniela.malo.izaguirre7202@gmail.com,F,Consulta general,hola yo soy yo compre el curso y la verdad nunca entre porque se rompio mi pc la que tenia toda mi documentacion de trabajo yo tengo el curso me pide clave y usario lo podria hacer ahora mi nombre es . gracias.
37976236512198056111,05/12/2023 17:46:25,Ani Pozo,ani.pozo7510@hotmail.com,F,Consulta general,saber si puedo obtener un cupon d e descuento y saber si tengo alguna duda sobre los temas hay un mail de contacto. gracias
05677377468549198490,27/09/2023 07:47:34,Ani Pozo,ani.pozo7510@hotmail.com,F,Consulta general,la consulta es saber si hay alguna clase online
75860693410839671916,05/12/2023 12:51:40,Sabina Jaume,sabina.jaume3108@hotmail.com,F,Consulta general,"buenas tardes. hace un momento adquiri el pack de formacion completa en jubilaciones y pensiones. queria saber en que orden recomiendan hacer los respectivos cursos para un mejor entendimiento de los temas. desde ya, muchas gracias."
64535181663108922515,17/11/2023 23:29:15,Sabina Jaume,sabina.jaume3108@hotmail.com,F,Consulta general,buenas! queria consultar sobre los medios de pago? es posible pagar el pack de cursos en cuotas? o se tiene que abonar el total?
34499580647468934246,05/12/2023 09:04:24,Yago Cándido Amores Franch,yago.candido.amores.franch5164@hotmail.com,M,Consulta general,hola como estan por favor una pregunta. cuando tiempo una vez abonado el curso puedo hacerlo. por los tiempos
73965861680274722382,02/12/2023 11:33:49,Evelia Cruz,evelia.cruz4635@yahoo.com,F,Consulta general,"en el curso informa como saber de acuerdo a los aportes realizados en relacion de dependencia o monotributista. de como saber con cuanto se va jubilar una persona. como se extima lo que va cobrar un jubilado de su jubilacion. y las moratorias que se pueden usar para cubrir incontingencias, cuantas hay y cuales estan vigentes."
87349204193998207701,29/11/2023 14:27:40,Juanita Bernardita Cabanillas Gimeno,juanita.bernardita.cabanillas.gimeno5996@hotmail.com,F,Consulta general,"buenas tardes. tengo que iniciar un beneficio, rti en anses y debo presentar . si ud lo hacen cual es el costo? la persona tiene anos. anos de aportes rd y los ultimos anos monotributo social. tuve oportunidad de hacer cursos con uds."
12018882147135850388,14/03/2022 12:32:12,Juanita Bernardita Cabanillas Gimeno,juanita.bernardita.cabanillas.gimeno5996@hotmail.com,F,Consulta general,"buen dia. el fin de semana elegi el curso de previsional, en el pago consta pendiente. me interesa el curso y su fecha de inicio es hoy /. aguardo contestacion"
65401196346993232746,27/11/2023 15:24:32,Magdalena Mosquera Polo,magdalena.mosquera.polo554@gmail.com,F,Consulta general,"a mediados de octubre compre cuatro cursos y los termine en noviembre, made dos mails con dudas pero no recibo respuesta, a lo mejor porque no coinciden el mes que contrate con el que termine pero es que la duda me surgio cuando lo termine los cursos. le agradeceria me ayude .. desde ya muchas gracias!"
26759681640605664593,12/10/2023 16:49:30,Magdalena Mosquera Polo,magdalena.mosquera.polo554@gmail.com,F,Consulta general,", estoy interesada en el curso para gestionar jubilaciones, existe la modalidad on line pero para ver las clases en el horario que uno pueda? porque trabajo y los horarios no me coinciden. desde ya muchas gracias!"
63022812720868252199,17/05/2021 19:03:12,Magdalena Mosquera Polo,magdalena.mosquera.polo554@gmail.com,F,Consulta de precio de - Curso 2,"buenas tardes , estoy anotada para el curso de manana a las :...mi consulta es la siguiente: antes de comenzar me va a llegar un link para ingresar o como es la modalidad?? disculpe que pregunte esto pero es una duda ...desde ya muchas gracias por la atencion"
32817686219909780413,21/04/2021 13:00:37,Magdalena Mosquera Polo,magdalena.mosquera.polo554@gmail.com,F,Consulta de precio de - Curso 2,", me quiero inscribir para el curso  pero cuando pongo comprar no funciona el boton parece porque no me abre ninguna otra opcion para elegir el pago o descargar comprobante.... por otro lado quiero saber cuanto sale porque me llego la publicidad que salia $ ., pero en la pagina esta mas caro....agradeceria su respuesta ,,,,muchas gracias!!!!!"
32756762737884724477,24/11/2023 18:17:24,Joan Colom Pou,joan.colom.pou7438@yahoo.com,M,Consulta general,buenas tardes yo adquiri el curso de la ley pero en este momento el sistema no me deja ingresar al curso. a que se debe?
89786487729955836853,24/11/2023 13:15:22,Milagros Martirio Enríquez Ríos,milagros.martirio.enriquez.rios2556@gmail.com,F,Consulta general,quiero info del curso completo de jubilacion
23086290106122665717,23/11/2023 12:42:02,Leocadia Alarcón Solsona,leocadia.alarcon.solsona9644@gmail.com,F,Consulta general,"estimados buenos dias. mi nombre es y queria que me informen sobre el curso de formacion completa en jubilaciones y pensiones, su modalidad de cursada, cuando empieza, el costo del mismo, si se puede pagar en cuotas, mi celular es y si hay que rendir examen. desde ya muchas gracias, espero su respuesta, cordiales"
00860539149812703987,22/11/2023 18:55:33,Nereida Villa Font,nereida.villa.font5711@hotmail.com,F,Consulta general,"hola, , necesito hacerles una consulta. yo compre el de junio de el &#;pack x - cursos previsionales&#;, me quedaron algunos de los cursos por terminar, en la plataforma dice que tengo un ano. queria que me confirmen esto porque por curso individual, el plazo maximo para realizarlo es de meses. no quiero que me caduque el tiempo para realizarlos. gracias."
71393548916431193208,22/11/2023 11:15:37,Anunciación de Mercader,anunciacion.de.mercader601@hotmail.com,F,Consulta general,"buen dia, sabes que quiero hacer el curso de la moratoria actual... yo ya realice el curso con ustedes pero nunca me salio para ponerlo en practica... y ahora me salio un caso, pero quisiera un poco mas de ayuda"
38344733009604878500,21/11/2023 13:27:02,Melisa Gómez Alvarez,melisa.gomez.alvarez5747@gmail.com,F,Consulta general,buenas tardes. consulto si los cursos solo estan orientados a los beneficios de anses? ya que necesitaria uno que abarque anses e ips
24628975526545553107,16/11/2023 15:58:25,Jose de Llobet,jose.de.llobet7137@hotmail.com,M,Consulta general,"buenas tardes: el dia sabado de noviembre abone el curso inicio de jubilaciones y liquidar  desde cero, abonando los $ . por transferencia bancaria a    cuit , cbu , cuyo numero de transaccion es lmkxrwdnowyv, y a la fecha no recibi el material de estudio. agradezco su envio para desarrollar mis tareas en el ambito previsional. atentamente"
53406460181754340107,15/11/2023 15:17:10,Clarisa Cantón Tello,clarisa.canton.tello6690@hotmail.com,F,Consulta general,buenas tardes. cuando se puede ingresar al curso que ya abone?
84723674921362915959,14/11/2023 17:09:21,Miguel Hoz Vazquez,miguel.hoz.vazquez8131@hotmail.com,M,Consulta general,"hice dos consulta y un reclamo de las mismas, sigo sin respuesta. ahora pregunto sobre la planilla de excel, el ancho de la columna no permite ver lo que se carga. necesito ampliar el ancho de la columna y tiene clave las planilla. la pueden corregir ustedes o me facilitan la clave??"
87125756470229083585,13/11/2023 10:17:52,Miguel Hoz Vazquez,miguel.hoz.vazquez8131@hotmail.com,M,Consulta general,"tengo dos consultas hechas y no me responden, ya hacer bastante tiempo que las hice."
03061894762471758043,10/11/2023 14:38:01,Teresa Escamilla Bastida,teresa.escamilla.bastida9431@gmail.com,F,Consulta general,buenas tardes. realice una transferencia para el curso inicio de jubilaciones y liquidar  desde cero. no puedo enviar el comprobante. no tendran una linea de wassap para enviarlo????
68217154482525339511,06/11/2023 11:45:20,Leandra Dora Cobo Bru,leandra.dora.cobo.bru6161@hotmail.com,F,Consulta general,sobre el curso de 
76906332698240815537,03/11/2023 13:10:30,Ani Pozo,ani.pozo6685@yahoo.com,F,Consulta general,buenas tardes. soy contadora y estoy interesada en hacer un curso para realizar jubilaciones. quisiera saber si su curso cubre tambien jubilaciones especiales como las docentes ya que mi ambito de trabajo es la docencia. ademas de las caracteristicas del mismo. desde ya muchas gracias
03638470616873531544,01/11/2023 21:25:02,Fortunata Guijarro-Albero,fortunata.guijarro.albero1745@yahoo.com,F,Consulta general,"quiero informacion ,duracion y q tipo de certificacion extienden, el pago es mensual??"
25154266820922539978,31/10/2023 15:54:56,Angélica Ferreras Pardo,angelica.ferreras.pardo6984@hotmail.com,F,Consulta general,"buenas tardes, queria consultar, en el caso de que el dia del turno asista solo el cliente , es necesario que los formularios esten con las firmas certificadas? o las firma directamente alli?, y por otro lado es necesario que lleve fotocopia del dni tambien?"
54557175420560865480,25/10/2023 13:47:38,Rosa Ferrando Tenorio,rosa.ferrando.tenorio6818@hotmail.com,F,Consulta general,"buen dia, les consulto porque compre cursos que fui realizando y ya los finalicenles y con la compra incluye un canal de consultas al que he enviado consultas, las cuales no me fueron contestadas. quiero saber si lo van a responder ya que esta incluido en la compra o no. gracias"
63423810088797963987,24/10/2023 20:54:49,Leonel Agustín González Manzanares,leonel.agustin.gonzalez.manzanares5509@gmail.com,M,Consulta general,". la pregunta es como se presentan los tramites ante anses, si se requiere el titulo de abogado o gestor administrativo. es decir el curso no habilita a reprentar a persona alguna ya que anses requiere ser al menos gestor. de hecho, en el los formularios carta poder se exigew matricula. gracias por responder."
31916893229406902760,18/10/2023 16:58:57,Pepita Mur Gibert,pepita.mur.gibert366@yahoo.com,F,Consulta general,"buenas, en este curso hablan y adjuntan solo de los formularios que se necesitan para la ley y la y busque en actualizacion y no me sale de la nueva moratoria ; por favor estaria necesitando eso. gracias. saludos"
25404081242259664660,12/10/2023 22:15:00,Consuela Felisa Sala Navas,consuela.felisa.sala.navas4558@yahoo.com,F,Consulta general,perfecto. muchas gracias!! hasta la proxima capacitacion
55028212467895819823,12/10/2023 22:08:43,Consuela Felisa Sala Navas,consuela.felisa.sala.navas4558@yahoo.com,F,Consulta general,: el correo con el certificado aparece error al cargar. pueden reenviar. gracias
03763910845528084963,12/10/2023 21:59:23,Consuela Felisa Sala Navas,consuela.felisa.sala.navas4558@yahoo.com,F,Consulta general,"el anexo de actualizaciones, no tiene la opcion de descarga. muchas gracias excelente el curso!!!"
79947481502720446737,12/10/2023 21:54:47,Custodia Higueras Izaguirre,custodia.higueras.izaguirre2756@gmail.com,F,Consulta general,estimados: el dia de octubre realice el pago para la inscripcion del curso de nueva moratoria previsional (n ) no he recibido el enlace para acceder al mismo. . . medio de pago : tarjeta cencosud.
72553540454988984241,05/10/2023 12:40:33,Margarita Riera Jerez,margarita.riera.jerez6657@gmail.com,F,Consulta general,"buenos dias, me presento mi nombre es . actualmente estoy trabajando en un estudio juridico como asistente y necesito liquidar . como no estoy en el tema, tampoco soy gestora. queria consultar si es conveniente empezar con el curso de ese sistema, o con el de anses para completar formularios. espero puedan orientarme. muchas gracias."
38580589245798638562,04/10/2023 10:27:10,Clementina Raya,clementina.raya1939@yahoo.com,F,Consulta general,"hola, me interesa este pack de cursos. una consulta yo ya he comprado el primer pack me estarian faltando los otros cursos habria un descuento . gracias"
83816309284460750467,03/10/2023 10:36:18,Leandra Dora Cobo Bru,leandra.dora.cobo.bru5745@hotmail.com,F,Consulta general,"buenos dias, necesito saber de que manera puedo consultar alguna duda en particular referida al curso"
